,UTCtimestamps,timestamp,open,high,low,close,volume,vwap
26,1.29273E+12,2010-12-19 00:00:00-05:00,6.328,6.572,5.984,6.018,18456895,6.31201
27,1.29334E+12,2010-12-26 00:00:00-05:00,5.604,5.716,5,5.326,100471765,5.29817
28,1.29394E+12,2011-01-02 00:00:00-05:00,5.368,5.716,5.18,5.648,41153905,5.45437
29,1.29455E+12,2011-01-09 00:00:00-05:00,5.634,5.742,5.122,5.15,29672660,5.43645
30,1.29515E+12,2011-01-16 00:00:00-05:00,5.096,5.128,4.474,4.608,37461260,4.79338
31,1.29576E+12,2011-01-23 00:00:00-05:00,4.706,5.016,4.646,4.802,29705395,4.89191
32,1.29636E+12,2011-01-30 00:00:00-05:00,4.81,4.946,4.63,4.692,15824110,4.74545
33,1.29697E+12,2011-02-06 00:00:00-05:00,4.652,5.05,4.558,4.65,42545390,4.75247
34,1.29757E+12,2011-02-13 00:00:00-05:00,4.728,5.098,4.512,4.636,56753865,4.77891
35,1.29818E+12,2011-02-20 00:00:00-05:00,4.576,4.77,4.222,4.722,30364775,4.47139
36,1.29878E+12,2011-02-27 00:00:00-05:00,4.748,4.998,4.7,4.99,25204950,4.8417
37,1.29939E+12,2011-03-06 00:00:00-05:00,4.986,5.08,4.706,4.814,31529720,4.91051
38,1.29999E+12,2011-03-13 00:00:00-05:00,4.764,4.8,4.36,4.592,26324215,4.59227
39,1.30059E+12,2011-03-20 00:00:00-04:00,4.61,4.61,4.354,4.55,12235190,4.48174
40,1.3012E+12,2011-03-27 00:00:00-04:00,4.54,5.742,4.51,5.332,87124550,5.37967
41,1.3018E+12,2011-04-03 00:00:00-04:00,5.366,5.588,5.046,5.298,59181845,5.31161
42,1.30241E+12,2011-04-10 00:00:00-04:00,5.294,5.306,4.84,5.116,29337890,5.04311
43,1.30301E+12,2011-04-17 00:00:00-04:00,5.026,5.396,4.872,5.348,19030430,5.12895
44,1.30362E+12,2011-04-24 00:00:00-04:00,5.34,5.574,5.194,5.52,27707100,5.41404
45,1.30422E+12,2011-05-01 00:00:00-04:00,5.52,5.56,5.15,5.424,24733745,5.396
46,1.30483E+12,2011-05-08 00:00:00-04:00,5.4,5.79,5.33,5.51,23521055,5.56252
47,1.30543E+12,2011-05-15 00:00:00-04:00,5.598,5.688,5.104,5.594,31085430,5.43433
48,1.30604E+12,2011-05-22 00:00:00-04:00,5.524,5.952,5.234,5.91,55974960,5.67121
49,1.30664E+12,2011-05-29 00:00:00-04:00,5.938,6.3,5.676,6.026,60086165,6.00935
50,1.30725E+12,2011-06-05 00:00:00-04:00,6.02,6.026,5.404,5.572,42107770,5.63227
51,1.30785E+12,2011-06-12 00:00:00-04:00,5.614,5.94,5.148,5.3,40944695,5.53977
52,1.30846E+12,2011-06-19 00:00:00-04:00,5.258,5.65,5.1,5.513,46443265,5.42803
53,1.30906E+12,2011-06-26 00:00:00-04:00,5.546,5.92,5.462,5.804,29804275,5.68754
54,1.30967E+12,2011-07-03 00:00:00-04:00,5.804,6,5.71,5.762,22456395,5.84488
55,1.31027E+12,2011-07-10 00:00:00-04:00,5.68,5.818,5.45,5.516,24775680,5.64078
56,1.31088E+12,2011-07-17 00:00:00-04:00,5.468,6.088,5.326,5.858,32613165,5.72387
57,1.31148E+12,2011-07-24 00:00:00-04:00,5.802,5.85,5.5,5.634,21408410,5.62172
58,1.31208E+12,2011-07-31 00:00:00-04:00,5.734,5.84,4.566,4.848,47724315,5.26158
59,1.31269E+12,2011-08-07 00:00:00-04:00,4.62,5.428,4.62,5.262,36756125,4.90541
60,1.31329E+12,2011-08-14 00:00:00-04:00,5.324,5.35,4.4,4.46,21759390,4.92047
61,1.3139E+12,2011-08-21 00:00:00-04:00,4.622,4.79,4.3,4.746,19906765,4.57522
62,1.3145E+12,2011-08-28 00:00:00-04:00,4.844,5.1,4.536,4.614,18060560,4.84384
63,1.31511E+12,2011-09-04 00:00:00-04:00,4.5,4.806,4.458,4.594,12219530,4.62636
64,1.31571E+12,2011-09-11 00:00:00-04:00,4.5,5.168,4.49,5.16,20519475,4.8785
65,1.31632E+12,2011-09-18 00:00:00-04:00,4.99,5.39,4.764,5.276,26288035,5.15571
66,1.31692E+12,2011-09-25 00:00:00-04:00,5.304,5.398,4.698,4.878,22989745,4.99388
67,1.31753E+12,2011-10-02 00:00:00-04:00,4.99,5.52,4.586,5.398,32666660,5.06736
68,1.31813E+12,2011-10-09 00:00:00-04:00,5.462,5.71,5.4,5.61,25335325,5.55933
69,1.31874E+12,2011-10-16 00:00:00-04:00,5.572,5.6855,5.342,5.606,23445880,5.5144
70,1.31934E+12,2011-10-23 00:00:00-04:00,5.574,6,5.48,5.974,21198640,5.73244
71,1.31995E+12,2011-10-30 00:00:00-04:00,5.9,6.498,5.6,6.462,40944875,6.1073
72,1.32055E+12,2011-11-06 00:00:00-04:00,6.328,6.9,6.06,6.728,40019255,6.38768
73,1.32116E+12,2011-11-13 00:00:00-05:00,6.6,7,6.508,6.52,31508455,6.76214
74,1.32177E+12,2011-11-20 00:00:00-05:00,6.488,6.558,6.21,6.332,12277250,6.34574
75,1.32237E+12,2011-11-27 00:00:00-05:00,6.4,6.798,6.326,6.66,19276345,6.5446
76,1.32297E+12,2011-12-04 00:00:00-05:00,6.706,7,5.922,6.208,36657465,6.42589
77,1.32297E+12,2011-12-04 00:00:00-05:00,6.706,7,5.922,6.208,36657465,6.42589
78,1.32358E+12,2011-12-11 00:00:00-05:00,6.088,6.186,5.596,5.6,23226890,5.81373
79,1.32418E+12,2011-12-18 00:00:00-05:00,5.618,5.7,5.206,5.58,25691660,5.51611
80,1.32479E+12,2011-12-25 00:00:00-05:00,5.532,5.868,5.528,5.712,10902755,5.71317
81,1.32539E+12,2012-01-01 00:00:00-05:00,5.788,5.9,5.282,5.382,17749035,5.51752
82,1.326E+12,2012-01-08 00:00:00-05:00,5.4,5.724,4.528,4.558,42383305,5.1142
83,1.3266E+12,2012-01-15 00:00:00-05:00,5.324,5.548,5.25,5.32,39105400,5.35229
84,1.32721E+12,2012-01-22 00:00:00-05:00,5.362,5.944,5.288,5.866,20414740,5.62315
85,1.32781E+12,2012-01-29 00:00:00-05:00,5.898,6.266,5.7058,6.23,18894445,5.9558
86,1.32842E+12,2012-02-05 00:00:00-05:00,6.22,6.58,5.968,6.22,27246985,6.29659
87,1.32902E+12,2012-02-12 00:00:00-05:00,6.31,6.994,6.18,6.994,46649900,6.63271
88,1.32963E+12,2012-02-19 00:00:00-05:00,6.974,6.994,6.5,6.75,22854920,6.80189
89,1.33023E+12,2012-02-26 00:00:00-05:00,6.682,6.9,6.6,6.808,15036130,6.7665
90,1.33084E+12,2012-03-04 00:00:00-05:00,6.87,7.062,6.524,6.948,17961040,6.77459
91,1.33144E+12,2012-03-11 00:00:00-05:00,6.938,7.318,6.92,7.064,25592295,7.11521
92,1.33204E+12,2012-03-18 00:00:00-04:00,7.052,7.064,6.63,6.816,19413050,6.92365
93,1.33265E+12,2012-03-25 00:00:00-04:00,7.118,7.99,7.0083,7.448,41592805,7.5282
94,1.33325E+12,2012-04-01 00:00:00-04:00,7.466,7.6939,6.882,6.896,40624740,7.14499
95,1.33386E+12,2012-04-08 00:00:00-04:00,6.82,6.896,6.402,6.718,31258825,6.62964
96,1.33446E+12,2012-04-15 00:00:00-04:00,6.682,6.746,6.306,6.632,23140765,6.52733
97,1.33507E+12,2012-04-22 00:00:00-04:00,6.572,6.726,6.2,6.668,16475695,6.49046
98,1.33567E+12,2012-04-29 00:00:00-04:00,6.654,6.878,6.28,6.366,18298695,6.55863
99,1.33628E+12,2012-05-06 00:00:00-04:00,6.392,6.936,5.874,6.45,64902415,6.42404
100,1.33688E+12,2012-05-13 00:00:00-04:00,6.384,6.426,5.366,5.512,34946235,5.86254
101,1.33749E+12,2012-05-20 00:00:00-04:00,5.516,6.268,5.424,5.962,34471090,5.98453
102,1.33809E+12,2012-05-27 00:00:00-04:00,6.002,6.386,5.552,5.63,24807345,6.02455
103,1.3387E+12,2012-06-03 00:00:00-04:00,5.606,6.038,5.422,6.016,19727255,5.72641
104,1.3393E+12,2012-06-10 00:00:00-04:00,6.062,6.2,5.724,5.982,17799730,5.90564
105,1.33991E+12,2012-06-17 00:00:00-04:00,5.988,6.9,5.9,6.757,52647570,6.62814
106,1.34051E+12,2012-06-24 00:00:00-04:00,6.788,6.824,6.124,6.258,36019865,6.41642
107,1.34112E+12,2012-07-01 00:00:00-04:00,6.27,6.3599,6.038,6.198,21505945,6.18537
108,1.34172E+12,2012-07-08 00:00:00-04:00,6.188,6.88,6.134,6.85,23689295,6.46394
109,1.34232E+12,2012-07-15 00:00:00-04:00,6.864,7.2,6.212,6.358,50998995,6.63653
110,1.34293E+12,2012-07-22 00:00:00-04:00,6.21,6.26,5.528,5.902,48337285,5.86087
111,1.34353E+12,2012-07-29 00:00:00-04:00,5.902,6.0496,5.104,5.454,38739015,5.44603
112,1.34414E+12,2012-08-05 00:00:00-04:00,5.51,6.18,5.51,5.988,33021710,5.88008
113,1.34474E+12,2012-08-12 00:00:00-04:00,5.938,6.26,5.762,6.002,16829330,6.02355
114,1.34535E+12,2012-08-19 00:00:00-04:00,6.03,6.17,5.8,5.9,28084995,5.96258
115,1.34595E+12,2012-08-26 00:00:00-04:00,5.914,5.94,5.6,5.704,23939535,5.71974
116,1.34656E+12,2012-09-02 00:00:00-04:00,5.704,5.914,5.562,5.87,15932585,5.70239
117,1.34716E+12,2012-09-09 00:00:00-04:00,5.84,6.13,5.459,6.078,33336240,5.75759
118,1.34777E+12,2012-09-16 00:00:00-04:00,6.47,6.556,5.908,6.004,44162350,6.27695
119,1.34837E+12,2012-09-23 00:00:00-04:00,5.902,6.206,5.496,5.856,73080835,5.73834
120,1.34898E+12,2012-09-30 00:00:00-04:00,5.9,6.02,5.73,5.778,25741420,5.8597
121,1.34958E+12,2012-10-07 00:00:00-04:00,5.772,5.88,5.5,5.528,20133270,5.69495
122,1.35019E+12,2012-10-14 00:00:00-04:00,5.604,5.798,5.372,5.548,21923135,5.55505
123,1.35079E+12,2012-10-21 00:00:00-04:00,5.598,5.712,5.404,5.476,16454150,5.53815
124,1.3514E+12,2012-10-28 00:00:00-04:00,5.54,5.91,5.474,5.7836,14147305,5.76271
125,1.352E+12,2012-11-04 00:00:00-04:00,5.96,6.41,5.866,6.064,41127460,6.19008
126,1.35261E+12,2012-11-11 00:00:00-05:00,6.058,6.424,6.032,6.368,21599100,6.25933
127,1.35321E+12,2012-11-18 00:00:00-05:00,6.414,6.694,6.34,6.426,18541600,6.52417
128,1.35382E+12,2012-11-25 00:00:00-05:00,6.42,6.858,6.304,6.764,27279435,6.64649
129,1.35442E+12,2012-12-02 00:00:00-05:00,6.778,7,6.7,6.834,26682165,6.83969
130,1.35442E+12,2012-12-02 00:00:00-05:00,6.778,7,6.7,6.834,26682165,6.83969
131,1.35503E+12,2012-12-09 00:00:00-05:00,6.886,7.16,6.55,6.762,38701930,6.91408
132,1.35563E+12,2012-12-16 00:00:00-05:00,6.754,7.052,6.716,6.8,30457380,6.88931
133,1.35624E+12,2012-12-23 00:00:00-05:00,6.728,6.9,6.6,6.644,9764000,6.71538
134,1.35684E+12,2012-12-30 00:00:00-05:00,6.6,7.09,6.6,6.88,16026950,6.93109
135,1.35745E+12,2013-01-06 00:00:00-05:00,6.96,6.96,6.422,6.582,24547760,6.69676
136,1.35805E+12,2013-01-13 00:00:00-05:00,6.616,6.97,6.57,6.904,44596115,6.81694
137,1.35866E+12,2013-01-20 00:00:00-05:00,6.912,7.544,6.852,7.396,33712145,7.2372
138,1.35926E+12,2013-01-27 00:00:00-05:00,7.372,7.742,7.372,7.66,31912505,7.57041
139,1.35987E+12,2013-02-03 00:00:00-05:00,7.68,8,7.518,7.848,33335880,7.75416
140,1.36047E+12,2013-02-10 00:00:00-05:00,7.596,7.83,7.39,7.408,47517525,7.61203
141,1.36108E+12,2013-02-17 00:00:00-05:00,7.472,7.93,6.908,7.222,87045775,7.27608
142,1.36168E+12,2013-02-24 00:00:00-05:00,7.23,7.35,6.76,6.93,55622220,6.97174
143,1.36229E+12,2013-03-03 00:00:00-05:00,6.954,7.888,6.94,7.694,35324800,7.39684
144,1.36289E+12,2013-03-10 00:00:00-05:00,7.774,7.898,7.042,7.058,44903620,7.48479
145,1.36349E+12,2013-03-17 00:00:00-04:00,7.06,7.412,6.984,7.324,27155085,7.15046
146,1.3641E+12,2013-03-24 00:00:00-04:00,7.42,7.704,7.354,7.578,33212130,7.57694
147,1.3647E+12,2013-03-31 00:00:00-04:00,8.472,9.336,8.0421,8.274,151102490,8.67175
148,1.36531E+12,2013-04-07 00:00:00-04:00,8.394,9.0278,8.066,8.75,60467890,8.53817
149,1.36591E+12,2013-04-14 00:00:00-04:00,8.7,9.976,8.502,9.566,66827430,9.22984
150,1.36652E+12,2013-04-21 00:00:00-04:00,9.72,10.748,9.55,10.24,83628110,10.18987
151,1.36712E+12,2013-04-28 00:00:00-04:00,10.352,11.636,10.24,10.91,91698340,10.93443
152,1.36773E+12,2013-05-05 00:00:00-04:00,11.278,16.2,11.024,15.3528,374143035,13.81889
153,1.36833E+12,2013-05-12 00:00:00-04:00,16.198,19.424,15.622,18.3,585402825,17.61134
154,1.36894E+12,2013-05-19 00:00:00-04:00,18.224,19.59,16.61,19.416,270433055,18.22036
155,1.36954E+12,2013-05-26 00:00:00-04:00,20.31,22.98,19.546,19.552,380518935,20.95411
156,1.37015E+12,2013-06-02 00:00:00-04:00,19.524,20.58,17.65,20.408,302279370,18.99737
157,1.37075E+12,2013-06-09 00:00:00-04:00,19.786,20.504,18.81,20.06,191798735,19.76611
158,1.37136E+12,2013-06-16 00:00:00-04:00,20.72,21.426,19.5,19.91,231488425,20.46895
159,1.37196E+12,2013-06-23 00:00:00-04:00,19.3,22.05,19.06,21.472,170446340,20.96827
160,1.37256E+12,2013-06-30 00:00:00-04:00,21.872,24.378,21.83,24.018,173039375,23.39365
161,1.37317E+12,2013-07-07 00:00:00-04:00,24.274,25.988,23.764,25.98,204271395,24.87659
162,1.37377E+12,2013-07-14 00:00:00-04:00,26.606,26.6518,20.9,23.936,428114680,23.55602
163,1.37438E+12,2013-07-21 00:00:00-04:00,23.978,26.136,23.912,25.878,196722490,24.90043
164,1.37498E+12,2013-07-28 00:00:00-04:00,25.864,27.65,25.636,27.6,203807065,26.77316
165,1.37559E+12,2013-08-04 00:00:00-04:00,28.002,31.776,26.472,30.6,369245965,29.49396
166,1.37619E+12,2013-08-11 00:00:00-04:00,29.886,30.1,27,28.4,263230220,28.71189
167,1.3768E+12,2013-08-18 00:00:00-04:00,28.6854,32.46,28.566,32.3678,221198215,30.48081
168,1.3774E+12,2013-08-25 00:00:00-04:00,33.03,34.6,32.05,33.8,384703480,33.32264
169,1.37801E+12,2013-09-01 00:00:00-04:00,34.68,34.74,33.03,33.394,194247895,33.82063
170,1.37861E+12,2013-09-08 00:00:00-04:00,32.624,33.579,31.702,33.108,203573080,32.68988
171,1.37922E+12,2013-09-15 00:00:00-04:00,33.6,37.166,32.6722,36.678,237645445,34.91505
172,1.37982E+12,2013-09-22 00:00:00-04:00,36.896,38.256,35.422,38.18,176361830,36.89036
173,1.38043E+12,2013-09-29 00:00:00-04:00,37.8,38.9,33.6,36.196,378509245,36.22844
174,1.38103E+12,2013-10-06 00:00:00-04:00,36.492,37.346,32.3,35.74,288771370,35.07547
175,1.38164E+12,2013-10-13 00:00:00-04:00,35,37.7578,34.83,36.68,197946580,36.7084
176,1.38224E+12,2013-10-20 00:00:00-04:00,36.656,36.678,32.03,33.932,273378350,34.03312
177,1.38285E+12,2013-10-27 00:00:00-04:00,34.036,34.1,30.6,32.434,234358860,32.18144
178,1.38345E+12,2013-11-03 00:00:00-04:00,33,36.286,26.464,27.59,557040530,30.65881
179,1.38406E+12,2013-11-10 00:00:00-05:00,28.2,29.084,26.8222,27.09,318724505,27.78777
180,1.38466E+12,2013-11-17 00:00:00-05:00,27.054,27.09,23.586,24.276,399059495,24.76679
181,1.38527E+12,2013-11-24 00:00:00-05:00,24.9,26.118,23.22,25.456,231221615,24.66201
182,1.38587E+12,2013-12-01 00:00:00-05:00,25.27,28.988,24.7862,27.472,318896070,27.60573
183,1.38587E+12,2013-12-01 00:00:00-05:00,25.27,28.988,24.7862,27.472,318896070,27.60573
184,1.38648E+12,2013-12-08 00:00:00-05:00,27.4,30.36,26.842,29.5308,241575635,28.6841
185,1.38708E+12,2013-12-15 00:00:00-05:00,29.696,30.98,27.82,28.648,244666460,29.33002
186,1.38769E+12,2013-12-22 00:00:00-05:00,28.97,31.6,28.5202,30.224,139627905,30.36277
187,1.38829E+12,2013-12-29 00:00:00-05:00,30.224,30.962,29.31,29.912,98164900,30.13299
188,1.3889E+12,2014-01-05 00:00:00-05:00,30,30.74,28.45,29.144,147076180,29.63454
189,1.3895E+12,2014-01-12 00:00:00-05:00,29.156,34.64,27.3342,34.002,379642740,31.96031
190,1.39011E+12,2014-01-19 00:00:00-05:00,34.248,36.476,34.162,34.92,161966635,35.38236
191,1.39071E+12,2014-01-26 00:00:00-05:00,35.032,37.2,32.942,36.282,179554090,35.48786
192,1.39132E+12,2014-02-02 00:00:00-05:00,36.578,37.326,33.872,37.306,167780505,35.82368
193,1.39192E+12,2014-02-09 00:00:00-05:00,37.868,40.544,37.864,39.646,216262010,39.47252
194,1.39253E+12,2014-02-16 00:00:00-05:00,41.0488,43.042,38.682,41.92,258131105,41.35599
195,1.39313E+12,2014-02-23 00:00:00-05:00,41.752,53,41.664,48.962,492199945,49.67623
196,1.39374E+12,2014-03-02 00:00:00-05:00,47.452,52,46.998,49.242,215059575,49.99598
197,1.39434E+12,2014-03-09 00:00:00-05:00,48.54,49.5,45.664,46.194,204358910,47.46681
198,1.39494E+12,2014-03-16 00:00:00-04:00,46.99,48.31,45.5,45.778,146357420,46.96678
199,1.39555E+12,2014-03-23 00:00:00-04:00,45.95,45.98,40.6,42.474,226476780,43.09057
200,1.39615E+12,2014-03-30 00:00:00-04:00,43.3,47.146,41.278,42.445,244015240,43.87637
201,1.39676E+12,2014-04-06 00:00:00-04:00,41.162,43.69,39.72,40.756,190927445,41.73595
202,1.39736E+12,2014-04-13 00:00:00-04:00,41.52,41.688,36.864,39.624,172524635,39.18732
203,1.39797E+12,2014-04-20 00:00:00-04:00,39.416,43.866,38.8,39.97,174363530,41.56547
204,1.39857E+12,2014-04-27 00:00:00-04:00,40,42.804,38.1,42.182,134044170,40.83564
205,1.39918E+12,2014-05-04 00:00:00-04:00,41.896,43.7319,35.444,36.452,247600480,38.59082
206,1.39978E+12,2014-05-11 00:00:00-04:00,36.774,38.696,35.976,38.312,150259840,37.58931
